运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1
7.398,1.29,3.086,-9.23,0.0308,0.074,-0.22,,,-9.52,
7.42,1.354,2.904,-8.391,0.0323,0.069,-0.2,,,-8.44,
7.442,1.415,2.723,-10.07,0.0338,0.065,-0.24,,,-7.41,
7.463,1.472,2.469,-11.748,0.0351,0.059,-0.28,,,-6.09,
7.485,1.522,2.215,-12.587,0.0363,0.053,-0.3,,,-4.9,
7.507,1.568,1.924,-14.265,0.0374,0.046,-0.341,,,-3.7,
7.528,1.605,1.597,-15.104,0.0383,0.038,-0.361,,,-2.55,
7.55,1.637,1.271,-14.265,0.0391,0.03,-0.341,,,-1.61,
7.572,1.66,0.98,-14.265,0.0396,0.023,-0.341,,,-0.96,
7.593,1.679,0.654,-15.943,0.0401,0.016,-0.381,,,-0.43,
7.615,1.689,0.29,-15.104,0.0403,0.007,-0.361,,,-0.08,
7.636,1.692,0,-13.426,0.0404,0,-0.321,,,0,
7.658,1.689,-0.29,-13.426,0.0403,-0.007,-0.321,,,-0.08,
7.68,1.679,-0.581,-12.587,0.0401,-0.014,-0.3,,,-0.34,
7.701,1.663,-0.835,-10.07,0.0397,-0.02,-0.24,,,-0.7,
7.723,1.643,-1.017,-8.391,0.0392,-0.024,-0.2,,,-1.03,
7.745,1.619,-1.198,-8.391,0.0387,-0.029,-0.2,,,-1.44,
7.766,1.591,-1.38,-7.552,0.038,-0.033,-0.18,,,-1.9,
7.788,1.56,-1.525,-5.035,0.0372,-0.036,-0.12,,,-2.33,
7.81,1.525,-1.597,-2.517,0.0364,-0.038,-0.06,,,-2.55,
7.831,1.491,-1.634,-1.678,0.0356,-0.039,-0.04,,,-2.67,
7.853,1.455,-1.67,-7.75E-13,0.0347,-0.04,-1.84E-14,,,-2.79,
7.874,1.418,-1.634,1.678,0.0339,-0.039,0.04,,,-2.67,
7.896,1.384,-1.597,2.517,0.033,-0.038,0.06,,,-2.55,
7.918,1.349,-1.525,4.196,0.0322,-0.036,0.1,,,-2.33,
7.939,1.318,-1.416,5.035,0.0315,-0.034,0.12,,,-2,
7.961,1.288,-1.307,5.874,0.0307,-0.031,0.14,,,-1.71,
7.983,1.261,-1.162,7.552,0.0301,-0.028,0.18,,,-1.35,
8.004,1.238,-0.98,8.391,0.0295,-0.023,0.2,,,-0.96,
8.026,1.219,-0.799,8.391,0.0291,-0.019,0.2,,,-0.64,
8.047,1.203,-0.617,9.23,0.0287,-0.015,0.22,,,-0.38,
8.069,1.192,-0.399,10.07,0.0285,-0.01,0.24,,,-0.16,
8.091,1.186,-0.182,10.909,0.0283,-0.004,0.26,,,-0.03,
8.112,1.184,0.073,12.587,0.0283,0.002,0.3,,,-0.01,
8.134,1.189,0.363,12.587,0.0284,0.009,0.3,,,-0.13,
8.156,1.2,0.617,11.748,0.0286,0.015,0.28,,,-0.38,
8.177,1.216,0.871,11.748,0.029,0.021,0.28,,,-0.76,
8.199,1.238,1.125,11.748,0.0295,0.027,0.28,,,-1.27,
8.221,1.264,1.38,12.587,0.0302,0.033,0.3,,,-1.9,
8.242,1.297,1.67,12.587,0.031,0.04,0.3,,,-2.79,
8.264,1.337,1.924,10.909,0.0319,0.046,0.26,,,-3.7,
8.285,1.381,2.142,10.909,0.033,0.051,0.26,,,-4.59,
8.307,1.429,2.396,11.748,0.0341,0.057,0.28,,,-5.74,
8.329,1.484,2.65,10.07,0.0354,0.063,0.24,,,-7.02,
8.35,1.544,2.832,7.552,0.0369,0.068,0.18,,,-8.02,
8.372,1.607,2.977,6.713,0.0384,0.071,0.16,,,-8.86,
8.394,1.673,3.122,5.874,0.0399,0.075,0.14,,,-9.75,
8.415,1.742,3.231,3.357,0.0416,0.077,0.08,,,-10.44,
8.437,1.813,3.268,-3.06E-12,0.0433,0.078,-7.31E-14,,,-10.68,
8.459,1.883,3.231,-1.678,0.045,0.077,-0.04,,,-10.44,
8.48,1.953,3.195,-3.357,0.0466,0.076,-0.08,,,-10.21,
8.502,2.022,3.086,-7.552,0.0483,0.074,-0.18,,,-9.52,
8.523,2.086,2.868,-11.748,0.0498,0.068,-0.28,,,-8.23,
8.545,2.146,2.578,-13.426,0.0512,0.062,-0.321,,,-6.64,
8.567,2.198,2.287,-15.104,0.0525,0.055,-0.361,,,-5.23,
8.588,2.245,1.924,-19.3,0.0536,0.046,-0.461,,,-3.7,
8.61,2.281,1.452,-21.817,0.0544,0.035,-0.521,,,-2.11,
8.632,2.308,0.98,-22.656,0.0551,0.023,-0.541,,,-0.96,
8.653,2.323,0.472,-22.656,0.0555,0.011,-0.541,,,-0.22,
8.675,2.328,0,-22.656,0.0556,0,-0.541,,,0,
8.696,2.323,-0.508,-25.174,0.0555,-0.012,-0.601,,,-0.26,
8.718,2.306,-1.089,-26.013,0.055,-0.026,-0.621,,,-1.19,
8.731,,,,,,,,0.24,,
8.74,2.276,-1.634,-23.496,0.0543,-0.039,-0.561,,,-2.67,
8.761,2.235,-2.106,-21.817,0.0534,-0.05,-0.521,,,-4.43,
8.783,2.185,-2.578,-20.978,0.0522,-0.062,-0.501,,,-6.64,
8.805,2.124,-3.013,-19.3,0.0507,-0.072,-0.461,,,-9.08,
8.826,2.055,-3.413,-16.783,0.049,-0.081,-0.401,,,-11.65,
8.848,1.976,-3.739,-14.265,0.0472,-0.089,-0.341,,,-13.98,
8.87,1.893,-4.03,-13.426,0.0452,-0.096,-0.321,,,-16.24,
8.891,1.802,-4.32,-11.748,0.043,-0.103,-0.28,,,-18.67,
8.913,1.706,-4.538,-8.391,0.0407,-0.108,-0.2,,,-20.6,
8.934,1.605,-4.683,-5.874,0.0383,-0.112,-0.14,,,-21.93,
8.956,1.503,-4.792,-5.874,0.0359,-0.114,-0.14,,,-22.97,
8.978,1.398,-4.938,-5.874,0.0334,-0.118,-0.14,,,-24.38,
8.999,1.29,-5.046,-4.196,0.0308,-0.12,-0.1,,,-25.47,
9.021,1.18,-5.119,-3.357,0.0282,-0.122,-0.08,,,-26.21,
9.043,1.068,-5.192,-4.196,0.0255,-0.124,-0.1,,,-26.95,
9.064,0.955,-5.301,-5.035,0.0228,-0.127,-0.12,,,-28.1,
9.086,0.839,-5.41,-5.874,0.02,-0.129,-0.14,,,-29.26,
9.107,0.721,-5.555,-7.552,0.0172,-0.133,-0.18,,,-30.86,
9.129,0.598,-5.736,-9.23,0.0143,-0.137,-0.22,,,-32.9,
9.151,0.473,-5.954,-11.748,0.0113,-0.142,-0.28,,,-35.45,
9.172,0.341,-6.245,-13.426,0.0081,-0.149,-0.321,,,-38.99,
9.194,0.203,-6.535,-14.265,0.0048,-0.156,-0.341,,,-42.71,
9.216,0.058,-6.862,-17.622,0.0014,-0.164,-0.421,,,-47.08,
9.237,-0.094,-7.297,-21.817,-0.0023,-0.174,-0.521,,,-53.25,
9.259,-0.258,-7.806,-25.174,-0.0062,-0.186,-0.601,,,-60.93,
9.281,-0.432,-8.387,-28.53,-0.0103,-0.2,-0.681,,,-70.33,
9.302,-0.62,-9.04,-31.048,-0.0148,-0.216,-0.741,,,-81.72,
9.324,-0.823,-9.73,-33.565,-0.0197,-0.232,-0.801,,,-94.67,
9.345,-1.041,-10.492,-36.082,-0.0249,-0.25,-0.861,,,-110.09,
9.367,-1.277,-11.291,-35.243,-0.0305,-0.27,-0.841,,,-127.49,
9.389,-1.53,-12.017,-32.726,-0.0365,-0.287,-0.781,,,-144.41,
9.41,-1.797,-12.707,-28.53,-0.0429,-0.303,-0.681,,,-161.47,
9.432,-2.08,-13.252,-19.3,-0.0497,-0.316,-0.461,,,-175.6,
9.454,-2.37,-13.542,-7.552,-0.0566,-0.323,-0.18,,,-183.39,
9.475,-2.666,-13.578,5.874,-0.0636,-0.324,0.14,,,-184.37,
9.497,-2.958,-13.288,20.978,-0.0706,-0.317,0.501,,,-176.57,
9.519,-3.241,-12.671,36.082,-0.0774,-0.302,0.861,,,-160.55,
9.54,-3.506,-11.727,50.348,-0.0837,-0.28,1.202,,,-137.52,
9.562,-3.748,-10.492,64.613,-0.0895,-0.25,1.543,,,-110.09,
9.583,-3.96,-8.931,76.36,-0.0945,-0.213,1.823,,,-79.77,
9.605,-4.134,-7.189,82.234,-0.0987,-0.172,1.963,,,-51.67,
9.627,-4.271,-5.373,86.43,-0.102,-0.128,2.063,,,-28.87,
9.648,-4.367,-3.449,90.626,-0.1043,-0.082,2.164,,,-11.9,
9.67,-4.42,-1.452,92.304,-0.1055,-0.035,2.204,,,-2.11,
9.692,-4.43,0.545,92.304,-0.1058,0.013,2.204,,,-0.3,
9.713,-4.397,2.541,91.465,-0.105,0.061,2.184,,,-6.46,
9.735,-4.32,4.502,88.108,-0.1031,0.107,2.103,,,-20.27,
9.756,-4.202,6.353,83.073,-0.1003,0.152,1.983,,,-40.37,
9.778,-4.045,8.096,75.521,-0.0966,0.193,1.803,,,-65.55,
9.8,-3.852,9.621,65.452,-0.0919,0.23,1.563,,,-92.56,
9.821,-3.629,10.928,54.543,-0.0866,0.261,1.302,,,-119.42,
9.843,-3.379,11.981,41.117,-0.0807,0.286,0.982,,,-143.54,
9.865,-3.11,12.707,26.852,-0.0743,0.303,0.641,,,-161.47,
9.886,-2.829,13.143,13.426,-0.0675,0.314,0.321,,,-172.73,
9.908,-2.542,13.288,-0.839,-0.0607,0.317,-0.02,,,-176.57,
9.93,-2.254,13.106,-13.426,-0.0538,0.313,-0.321,,,-171.78,
9.951,-1.974,12.707,-21.817,-0.0471,0.303,-0.521,,,-161.47,
9.973,-1.704,12.162,-26.852,-0.0407,0.29,-0.641,,,-147.92,
9.994,-1.448,11.545,-28.53,-0.0346,0.276,-0.681,,,-133.29,
10.016,-1.205,10.928,-28.53,-0.0288,0.261,-0.681,,,-119.42,
10.038,-0.975,10.311,-28.53,-0.0233,0.246,-0.681,,,-106.31,
10.059,-0.759,9.694,-26.013,-0.0181,0.231,-0.621,,,-93.97,
10.081,-0.556,9.185,-20.978,-0.0133,0.219,-0.501,,,-84.37,
10.103,-0.361,8.786,-17.622,-0.0086,0.21,-0.421,,,-77.19,
10.124,-0.176,8.423,-13.426,-0.0042,0.201,-0.321,,,-70.95,
10.146,0.003,8.205,-9.23,7.50E-05,0.196,-0.22,,,-67.32,
10.168,0.179,8.024,-7.552,0.0043,0.192,-0.18,,,-64.38,
10.189,0.35,7.878,-4.196,0.0084,0.188,-0.1,,,-62.07,
10.211,0.52,7.842,-1.678,0.0124,0.187,-0.04,,,-61.5,
10.232,0.69,7.806,7.37E-12,0.0165,0.186,1.78E-13,,,-60.93,
10.246,,,,,,,3.16,,,7.83
10.254,0.858,7.842,1.678,0.0205,0.187,0.04,,,-61.5,
10.276,1.029,7.878,0.839,0.0246,0.188,0.02,,,-62.07,
10.297,1.199,7.878,0.839,0.0286,0.188,0.02,,,-62.07,
10.313,,,,,,,,0.24,,
10.319,1.37,7.915,-1.678,0.0327,0.189,-0.04,,,-62.64,
10.341,1.541,7.806,-6.713,0.0368,0.186,-0.16,,,-60.93,
10.362,1.707,7.624,-10.07,0.0408,0.182,-0.24,,,-58.13,
10.384,1.871,7.37,-15.104,0.0447,0.176,-0.361,,,-54.32,
10.405,2.026,6.971,-20.978,0.0484,0.166,-0.501,,,-48.59,
10.427,2.172,6.462,-27.691,0.0519,0.154,-0.661,,,-41.76,
10.449,2.306,5.773,-35.243,0.055,0.138,-0.841,,,-33.32,
10.47,2.422,4.938,-41.117,0.0578,0.118,-0.982,,,-24.38,
10.492,2.52,3.994,-46.152,0.0601,0.095,-1.102,,,-15.95,
10.514,2.595,2.941,-50.348,0.0619,0.07,-1.202,,,-8.65,
10.535,2.647,1.815,-52.026,0.0632,0.043,-1.242,,,-3.3,
10.557,2.673,0.69,-52.865,0.0638,0.016,-1.262,,,-0.48,
10.579,2.677,-0.472,-55.382,0.0639,-0.011,-1.322,,,-0.22,
10.6,2.653,-1.706,-54.543,0.0633,-0.041,-1.302,,,-2.91,
10.622,2.603,-2.832,-48.669,0.0621,-0.068,-1.162,,,-8.02,
10.643,2.531,-3.812,-43.635,0.0604,-0.091,-1.042,,,-14.53,
10.665,2.438,-4.72,-39.439,0.0582,-0.113,-0.942,,,-22.28,
10.687,2.326,-5.518,-34.404,0.0555,-0.132,-0.821,,,-30.45,
10.708,2.199,-6.208,-29.369,0.0525,-0.148,-0.701,,,-38.54,
10.73,2.058,-6.789,-23.496,0.0491,-0.162,-0.561,,,-46.09,
10.752,1.905,-7.225,-16.783,0.0455,-0.172,-0.401,,,-52.2,
10.773,1.745,-7.515,-11.748,0.0417,-0.179,-0.28,,,-56.48,
10.795,1.58,-7.733,-7.552,0.0377,-0.185,-0.18,,,-59.8,
10.817,1.411,-7.842,-3.357,0.0337,-0.187,-0.08,,,-61.5,
10.838,1.241,-7.878,-0.839,0.0296,-0.188,-0.02,,,-62.07,
10.86,1.07,-7.878,-0.839,0.0255,-0.188,-0.02,,,-62.07,
10.881,0.9,-7.915,-2.517,0.0215,-0.189,-0.06,,,-62.64,
10.903,0.727,-7.987,-2.517,0.0174,-0.191,-0.06,,,-63.8,
10.925,0.554,-8.024,-2.517,0.0132,-0.192,-0.06,,,-64.38,
10.946,0.38,-8.096,-5.035,0.0091,-0.193,-0.12,,,-65.55,
10.968,0.204,-8.241,-8.391,0.0049,-0.197,-0.2,,,-67.92,
10.99,0.024,-8.459,-11.748,5.63E-04,-0.202,-0.28,,,-71.56,
11.011,-0.162,-8.75,-15.104,-0.0039,-0.209,-0.361,,,-76.56,
11.033,-0.355,-9.113,-18.461,-0.0085,-0.218,-0.441,,,-83.04,
11.054,-0.556,-9.548,-21.817,-0.0133,-0.228,-0.521,,,-91.17,
11.076,-0.768,-10.057,-25.174,-0.0183,-0.24,-0.601,,,-101.14,
11.098,-0.991,-10.638,-27.691,-0.0237,-0.254,-0.661,,,-113.16,
11.119,-1.228,-11.255,-26.852,-0.0293,-0.269,-0.641,,,-126.67,
11.141,-1.478,-11.799,-26.013,-0.0353,-0.282,-0.621,,,-139.22,
11.163,-1.739,-12.38,-22.656,-0.0415,-0.296,-0.541,,,-153.27,
11.184,-2.014,-12.78,-13.426,-0.0481,-0.305,-0.321,,,-163.32,
11.206,-2.292,-12.961,-4.196,-0.0547,-0.309,-0.1,,,-167.99,
11.228,-2.575,-12.961,6.713,-0.0615,-0.309,0.16,,,-167.99,
11.249,-2.853,-12.671,20.978,-0.0681,-0.302,0.501,,,-160.55,
11.271,-3.123,-12.053,36.922,-0.0745,-0.288,0.881,,,-145.29,
11.292,-3.374,-11.073,51.187,-0.0805,-0.264,1.222,,,-122.62,
11.314,-3.602,-9.839,62.095,-0.086,-0.235,1.482,,,-96.8,
11.336,-3.8,-8.387,72.165,-0.0907,-0.2,1.723,,,-70.33,
11.357,-3.965,-6.717,80.556,-0.0946,-0.16,1.923,,,-45.11,
11.379,-4.09,-4.901,85.591,-0.0976,-0.117,2.043,,,-24.02,
11.401,-4.177,-3.013,88.108,-0.0997,-0.072,2.103,,,-9.08,
11.422,-4.221,-1.089,88.947,-0.1008,-0.026,2.123,,,-1.19,
11.444,-4.224,0.835,88.108,-0.1008,0.02,2.103,,,-0.7,
11.465,-4.185,2.723,84.752,-0.0999,0.065,2.023,,,-7.41,
11.487,-4.106,4.502,81.395,-0.098,0.107,1.943,,,-20.27,
11.509,-3.99,6.245,76.36,-0.0952,0.149,1.823,,,-38.99,
11.53,-3.836,7.806,67.13,-0.0916,0.186,1.603,,,-60.93,
11.552,-3.652,9.149,57.061,-0.0872,0.218,1.362,,,-83.7,
11.574,-3.44,10.274,46.152,-0.0821,0.245,1.102,,,-105.56,
11.595,-3.208,11.146,32.726,-0.0766,0.266,0.781,,,-124.23,
11.617,-2.958,11.69,17.622,-0.0706,0.279,0.421,,,-136.67,
11.639,-2.702,11.908,5.035,-0.0645,0.284,0.12,,,-141.81,
11.66,-2.443,11.908,-6.713,-0.0583,0.284,-0.16,,,-141.81,
11.682,-2.187,11.618,-17.622,-0.0522,0.277,-0.421,,,-134.97,
11.703,-1.94,11.146,-24.335,-0.0463,0.266,-0.581,,,-124.23,
11.725,-1.704,10.565,-29.369,-0.0407,0.252,-0.701,,,-111.62,
11.747,-1.483,9.875,-32.726,-0.0354,0.236,-0.781,,,-97.52,
11.768,-1.277,9.149,-33.565,-0.0305,0.218,-0.801,,,-83.7,
11.79,-1.087,8.423,-32.726,-0.026,0.201,-0.781,,,-70.95,
11.812,-0.913,7.733,-32.726,-0.0218,0.185,-0.781,,,-59.8,
11.833,-0.752,7.007,-31.887,-0.018,0.167,-0.761,,,-49.1,
11.855,-0.609,6.353,-28.53,-0.0146,0.152,-0.681,,,-40.37,
11.877,-0.478,5.773,-26.013,-0.0114,0.138,-0.621,,,-33.32,
11.886,,,,,,,,0.25,,
11.898,-0.36,5.228,-24.335,-0.0086,0.125,-0.581,,,-27.33,
11.92,-0.251,4.72,-22.656,-0.006,0.113,-0.541,,,-22.28,
11.941,-0.156,4.248,-20.978,-0.0037,0.101,-0.501,,,-18.04,
11.963,-0.068,3.812,-20.139,-0.0016,0.091,-0.481,,,-14.53,
11.985,0.009,3.376,-18.461,2.25E-04,0.081,-0.441,,,-11.4,
12.006,0.079,3.013,-16.783,0.0019,0.072,-0.401,,,-9.08,
12.028,0.14,2.65,-17.622,0.0033,0.063,-0.421,,,-7.02,
12.05,0.193,2.251,-17.622,0.0046,0.054,-0.421,,,-5.07,
12.071,0.237,1.888,-15.104,0.0057,0.045,-0.361,,,-3.56,
12.093,0.275,1.597,-14.265,0.0066,0.038,-0.341,,,-2.55,
12.114,0.306,1.271,-15.943,0.0073,0.03,-0.381,,,-1.61,
12.136,0.33,0.908,-16.783,0.0079,0.022,-0.401,,,-0.82,
12.158,0.346,0.545,-15.104,0.0082,0.013,-0.361,,,-0.3,
12.179,0.353,0.254,-14.265,0.0084,0.006,-0.341,,,-0.06,
12.201,0.357,-0.073,-15.943,0.0085,-0.002,-0.381,,,-0.01,
12.223,0.35,-0.436,-16.783,0.0084,-0.01,-0.401,,,-0.19,
12.244,0.338,-0.799,-16.783,0.0081,-0.019,-0.401,,,-0.64,
12.266,0.316,-1.162,-15.943,0.0075,-0.028,-0.381,,,-1.35,
12.288,0.287,-1.489,-15.943,0.0069,-0.036,-0.381,,,-2.22,
12.309,0.251,-1.852,-17.622,0.006,-0.044,-0.421,,,-3.43,
12.331,0.207,-2.251,-17.622,0.0049,-0.054,-0.421,,,-5.07,
12.352,0.154,-2.614,-17.622,0.0037,-0.062,-0.421,,,-6.83,
12.374,0.094,-3.013,-19.3,0.0022,-0.072,-0.461,,,-9.08,
12.396,0.024,-3.449,-20.139,5.63E-04,-0.082,-0.481,,,-11.9,
12.417,-0.055,-3.885,-20.978,-0.0013,-0.093,-0.501,,,-15.09,
12.439,-0.145,-4.357,-23.496,-0.0035,-0.104,-0.561,,,-18.98,
12.461,-0.243,-4.901,-26.013,-0.0058,-0.117,-0.621,,,-24.02,
12.482,-0.357,-5.482,-26.013,-0.0085,-0.131,-0.621,,,-30.05,
12.504,-0.481,-6.027,-27.691,-0.0115,-0.144,-0.661,,,-36.32,
12.526,-0.617,-6.68,-31.048,-0.0147,-0.159,-0.741,,,-44.63,
12.547,-0.77,-7.37,-31.048,-0.0184,-0.176,-0.741,,,-54.32,
12.569,-0.936,-8.024,-31.887,-0.0224,-0.192,-0.761,,,-64.38,
12.59,-1.117,-8.75,-33.565,-0.0267,-0.209,-0.801,,,-76.56,
12.612,-1.315,-9.476,-31.048,-0.0314,-0.226,-0.741,,,-89.79,
12.634,-1.527,-10.093,-28.53,-0.0365,-0.241,-0.681,,,-101.87,
12.655,-1.751,-10.71,-26.852,-0.0418,-0.256,-0.641,,,-114.71,
12.677,-1.99,-11.255,-20.139,-0.0475,-0.269,-0.481,,,-126.67,
12.699,-2.238,-11.581,-10.07,-0.0534,-0.276,-0.24,,,-134.13,
12.72,-2.491,-11.69,0.839,-0.0595,-0.279,0.02,,,-136.67,
12.742,-2.744,-11.545,13.426,-0.0655,-0.276,0.321,,,-133.29,
12.763,-2.991,-11.11,26.013,-0.0714,-0.265,0.621,,,-123.42,
12.785,-3.225,-10.42,38.6,-0.077,-0.249,0.922,,,-108.57,
12.807,-3.442,-9.439,51.187,-0.0822,-0.225,1.222,,,-89.1,
12.828,-3.633,-8.205,62.095,-0.0867,-0.196,1.482,,,-67.32,
12.85,-3.797,-6.753,70.487,-0.0906,-0.161,1.683,,,-45.6,
12.872,-3.925,-5.155,75.521,-0.0937,-0.123,1.803,,,-26.58,
12.893,-4.02,-3.485,79.717,-0.096,-0.083,1.903,,,-12.15,
12.915,-4.076,-1.706,82.234,-0.0973,-0.041,1.963,,,-2.91,
12.937,-4.093,0.073,82.234,-0.0977,0.002,1.963,,,-0.01,
12.958,-4.073,1.852,82.234,-0.0972,0.044,1.963,,,-3.43,
12.98,-4.013,3.631,78.878,-0.0958,0.087,1.883,,,-13.18,
13.001,-3.916,5.264,71.326,-0.0935,0.126,1.703,,,-27.71,
13.023,-3.786,6.717,64.613,-0.0904,0.16,1.543,,,-45.11,
13.045,-3.625,8.06,57.061,-0.0866,0.192,1.362,,,-64.96,
13.066,-3.437,9.185,46.152,-0.082,0.219,1.102,,,-84.37,
13.088,-3.228,10.057,34.404,-0.0771,0.24,0.821,,,-101.14,
13.11,-3.002,10.674,21.817,-0.0717,0.255,0.521,,,-113.93,
13.131,-2.766,11.001,10.07,-0.066,0.263,0.24,,,-121.01,
13.153,-2.526,11.11,-1.678,-0.0603,0.265,-0.04,,,-123.42,
13.174,-2.286,10.928,-11.748,-0.0546,0.261,-0.28,,,-119.42,
13.196,-2.053,10.601,-18.461,-0.049,0.253,-0.441,,,-112.39,
13.218,-1.827,10.129,-25.174,-0.0436,0.242,-0.601,,,-102.6,
13.239,-1.615,9.512,-29.369,-0.0385,0.227,-0.701,,,-90.48,
13.261,-1.415,8.859,-31.048,-0.0338,0.211,-0.741,,,-78.47,
13.283,-1.232,8.169,-31.048,-0.0294,0.195,-0.741,,,-66.73,
13.304,-1.062,7.515,-30.209,-0.0253,0.179,-0.721,,,-56.48,
13.326,-0.906,6.862,-29.369,-0.0216,0.164,-0.701,,,-47.08,
13.348,-0.765,6.245,-27.691,-0.0183,0.149,-0.661,,,-38.99,
13.369,-0.636,5.664,-26.852,-0.0152,0.135,-0.641,,,-32.08,
13.391,-0.52,5.083,-26.013,-0.0124,0.121,-0.621,,,-25.83,
13.396,,,,,,,3.15,,,4.95
13.412,-0.416,4.538,-24.335,-0.0099,0.108,-0.581,,,-20.6,
13.434,-0.324,4.03,-22.656,-0.0077,0.096,-0.541,,,-16.24,
13.456,-0.242,3.558,-20.139,-0.0058,0.085,-0.481,,,-12.66,
13.461,,,,,,,,0.25,,
13.477,-0.17,3.159,-18.461,-0.004,0.075,-0.441,,,-9.98,
13.499,-0.105,2.759,-18.461,-0.0025,0.066,-0.441,,,-7.61,
13.521,-0.05,2.36,-17.622,-0.0012,0.056,-0.421,,,-5.57,
13.542,-0.003,1.997,-17.622,-7.50E-05,0.048,-0.421,,,-3.99,
13.564,0.036,1.597,-17.622,8.63E-04,0.038,-0.421,,,-2.55,
13.586,0.066,1.234,-15.943,0.0016,0.029,-0.381,,,-1.52,
13.607,0.09,0.908,-17.622,0.0021,0.022,-0.421,,,-0.82,
13.629,0.105,0.472,-19.3,0.0025,0.011,-0.461,,,-0.22,
13.65,0.11,0.073,-17.622,0.0026,0.002,-0.421,,,-0.01,
13.672,0.108,-0.29,-18.461,0.0026,-0.007,-0.441,,,-0.08,
13.694,0.097,-0.726,-20.139,0.0023,-0.017,-0.481,,,-0.53,
13.715,0.077,-1.162,-20.139,0.0018,-0.028,-0.481,,,-1.35,
13.737,0.047,-1.597,-20.139,0.0011,-0.038,-0.481,,,-2.55,
13.759,0.008,-2.033,-20.978,1.88E-04,-0.049,-0.501,,,-4.13,
13.78,-0.041,-2.505,-23.496,-9.75E-04,-0.06,-0.561,,,-6.28,
13.802,-0.101,-3.05,-26.013,-0.0024,-0.073,-0.621,,,-9.3,
13.823,-0.173,-3.631,-26.852,-0.0041,-0.087,-0.641,,,-13.18,
13.845,-0.258,-4.211,-29.369,-0.0061,-0.101,-0.701,,,-17.74,
13.867,-0.355,-4.901,-31.887,-0.0085,-0.117,-0.761,,,-24.02,
13.888,-0.47,-5.591,-32.726,-0.0112,-0.133,-0.781,,,-31.26,
13.91,-0.597,-6.317,-36.082,-0.0142,-0.151,-0.861,,,-39.91,
13.932,-0.743,-7.152,-37.761,-0.0177,-0.171,-0.901,,,-51.15,
13.953,-0.906,-7.951,-38.6,-0.0216,-0.19,-0.922,,,-63.22,
13.975,-1.087,-8.822,-40.278,-0.0259,-0.211,-0.962,,,-77.83,
13.997,-1.288,-9.694,-39.439,-0.0307,-0.231,-0.942,,,-93.97,
14.018,-1.506,-10.529,-37.761,-0.036,-0.251,-0.901,,,-110.85,
14.04,-1.744,-11.327,-33.565,-0.0416,-0.27,-0.801,,,-128.31,
14.061,-1.996,-11.981,-26.852,-0.0477,-0.286,-0.641,,,-143.54,
14.083,-2.262,-12.489,-17.622,-0.054,-0.298,-0.421,,,-155.98,
14.105,-2.537,-12.743,-5.035,-0.0606,-0.304,-0.12,,,-162.39,
14.126,-2.813,-12.707,9.23,-0.0672,-0.303,0.22,,,-161.47,
14.148,-3.087,-12.344,24.335,-0.0737,-0.295,0.581,,,-152.37,
14.17,-3.347,-11.654,38.6,-0.0799,-0.278,0.922,,,-135.82,
14.191,-3.591,-10.674,51.187,-0.0857,-0.255,1.222,,,-113.93,
14.213,-3.809,-9.439,62.934,-0.0909,-0.225,1.502,,,-89.1,
14.235,-3.999,-7.951,73.004,-0.0955,-0.19,1.743,,,-63.22,
14.256,-4.153,-6.281,79.717,-0.0991,-0.15,1.903,,,-39.45,
14.278,-4.271,-4.502,84.752,-0.102,-0.107,2.023,,,-20.27,
14.299,-4.348,-2.614,86.43,-0.1038,-0.062,2.063,,,-6.83,
14.321,-4.384,-0.762,87.269,-0.1047,-0.018,2.083,,,-0.58,
14.343,-4.381,1.162,88.947,-0.1046,0.028,2.123,,,-1.35,
14.364,-4.334,3.086,85.591,-0.1035,0.074,2.043,,,-9.52,
14.386,-4.247,4.865,81.395,-0.1014,0.116,1.943,,,-23.67,
14.408,-4.123,6.608,78.039,-0.0984,0.158,1.863,,,-43.66,
14.429,-3.962,8.241,69.647,-0.0946,0.197,1.663,,,-67.92,
14.451,-3.767,9.621,59.578,-0.0899,0.23,1.422,,,-92.56,
14.472,-3.545,10.819,49.508,-0.0846,0.258,1.182,,,-117.05,
14.494,-3.299,11.763,36.082,-0.0787,0.281,0.861,,,-138.37,
14.516,-3.036,12.38,21.817,-0.0725,0.296,0.521,,,-153.27,
14.537,-2.763,12.707,8.391,-0.066,0.303,0.2,,,-161.47,
14.559,-2.487,12.743,-3.357,-0.0594,0.304,-0.08,,,-162.39,
14.581,-2.212,12.562,-13.426,-0.0528,0.3,-0.321,,,-157.8,
14.602,-1.943,12.162,-21.817,-0.0464,0.29,-0.521,,,-147.92,
14.624,-1.685,11.618,-26.852,-0.0402,0.277,-0.641,,,-134.97,
14.646,-1.44,11.001,-28.53,-0.0344,0.263,-0.681,,,-121.01,
14.667,-1.21,10.383,-27.691,-0.0289,0.248,-0.661,,,-107.81,
14.689,-0.991,9.803,-26.013,-0.0237,0.234,-0.621,,,-96.09,
14.71,-0.785,9.258,-24.335,-0.0187,0.221,-0.581,,,-85.71,
14.732,-0.591,8.75,-20.978,-0.0141,0.209,-0.501,,,-76.56,
14.754,-0.407,8.35,-16.783,-0.0097,0.199,-0.401,,,-69.73,
14.775,-0.229,8.024,-13.426,-0.0055,0.192,-0.321,,,-64.38,
